Gambler #,Round #,Times optimal action picked,Average reward 
0,0,4,0.0,0
0,100,4,5.0,17
0,200,4,11.2,34
0,300,4,17.9,60
0,400,4,25.2,89
0,500,4,31.6,109
0,600,4,37.8,127
0,700,4,44.5,147
0,800,4,51.3,173
0,900,4,57.7,190
0,1000,4,64.9,216
0,1100,4,71.6,239
0,1200,4,77.9,265
0,1300,4,85.1,293
0,1400,4,90.9,319
0,1500,4,97.6,350
0,1600,4,104.9,375
0,1700,4,111.4,400
0,1800,4,118.3,422
0,1900,4,125.0,436
0,2000,4,131.4,453
0,2100,4,137.8,476
0,2200,4,144.4,496
0,2300,4,151.4,521
0,2400,4,158.1,542
0,2500,4,164.5,563
0,2600,4,170.8,587
0,2700,4,177.7,608
0,2800,4,184.2,624
0,2900,4,191.3,635
0,3000,4,197.7,650
0,3100,4,204.0,680
0,3200,4,210.9,699
0,3300,4,217.2,727
0,3400,4,224.2,744
0,3500,4,230.7,765
0,3600,4,237.5,781
0,3700,4,243.9,807
0,3800,4,250.1,841
0,3900,4,256.9,885
0,4000,4,264.2,916
0,4100,4,270.7,943
0,4200,4,278.5,971
0,4300,4,286.0,993
0,4400,4,293.4,1016
0,4500,4,300.6,1031
0,4600,4,307.1,1045
0,4700,4,314.4,1058
0,4800,4,320.9,1074
0,4900,4,328.3,1095
0,5000,4,334.6,1107
1,0,6,0.0,0
1,100,6,6.3,17
1,200,6,13.3,29
1,300,6,20.3,45
1,400,6,27.8,67
1,500,6,35.0,84
1,600,6,42.6,100
1,700,6,50.0,111
1,800,6,56.5,117
1,900,6,64.2,129
1,1000,6,71.7,149
1,1100,6,79.0,170
1,1200,6,86.9,199
1,1300,6,94.7,240
1,1400,6,103.4,289
1,1500,6,111.2,323
1,1600,6,120.0,366
1,1700,6,128.5,408
1,1800,6,137.0,453
1,1900,6,145.4,493
1,2000,6,154.3,525
1,2100,6,162.4,558
1,2200,6,171.1,603
1,2300,6,179.4,651
1,2400,6,187.2,686
1,2500,6,195.3,722
1,2600,6,202.9,763
1,2700,6,211.1,800
1,2800,6,219.4,836
1,2900,6,227.9,876
1,3000,6,236.2,910
1,3100,6,244.9,950
1,3200,6,254.0,987
1,3300,6,262.2,1018
1,3400,6,269.9,1053
1,3500,6,277.8,1095
1,3600,6,286.4,1136
1,3700,6,295.0,1182
1,3800,6,303.0,1223
1,3900,6,311.0,1264
1,4000,6,319.1,1295
1,4100,6,327.2,1321
1,4200,6,335.0,1354
1,4300,6,342.3,1395
1,4400,6,350.9,1431
1,4500,6,358.1,1456
1,4600,6,365.9,1503
1,4700,6,374.2,1547
1,4800,6,382.3,1587
1,4900,6,390.3,1618
1,5000,6,397.9,1654
2,0,4,0.0,0
2,100,4,4.4,16
2,200,4,8.8,38
2,300,4,14.0,58
2,400,4,18.5,82
2,500,4,24.3,99
2,600,4,30.2,115
2,700,4,35.5,138
2,800,4,40.7,158
2,900,4,46.1,172
2,1000,4,51.3,187
2,1100,4,56.2,201
2,1200,4,60.8,227
2,1300,4,65.3,242
2,1400,4,70.3,256
2,1500,4,74.3,270
2,1600,4,79.2,282
2,1700,4,84.7,290
2,1800,4,89.3,305
2,1900,4,94.2,325
2,2000,4,99.0,351
2,2100,4,104.0,371
2,2200,4,108.8,395
2,2300,4,115.4,419
2,2400,4,119.8,436
2,2500,4,124.5,460
2,2600,4,128.9,481
2,2700,4,132.8,491
2,2800,4,137.2,519
2,2900,4,142.0,535
2,3000,4,146.7,550
2,3100,4,151.6,570
2,3200,4,156.4,589
2,3300,4,161.3,607
2,3400,4,166.2,632
2,3500,4,171.2,650
2,3600,4,175.7,663
2,3700,4,181.2,685
2,3800,4,185.9,711
2,3900,4,190.3,732
2,4000,4,195.5,746
2,4100,4,200.8,764
2,4200,4,206.7,774
2,4300,4,211.2,794
2,4400,4,215.1,809
2,4500,4,219.5,823
2,4600,4,224.5,850
2,4700,4,229.2,864
2,4800,4,234.7,879
2,4900,4,240.1,894
2,5000,4,245.4,905
3,0,0,0.0,0
3,100,0,3.1,11
3,200,0,7.9,36
3,300,0,13.0,52
3,400,0,18.3,75
3,500,0,23.3,93
3,600,0,28.0,114
3,700,0,32.5,137
3,800,0,37.0,152
3,900,0,41.2,171
3,1000,0,45.7,185
3,1100,0,50.6,203
3,1200,0,55.8,222
3,1300,0,61.8,243
3,1400,0,67.1,268
3,1500,0,72.8,301
3,1600,0,78.0,327
3,1700,0,83.6,366
3,1800,0,90.4,412
3,1900,0,95.1,450
3,2000,0,101.4,498
3,2100,0,107.1,542
3,2200,0,113.2,587
3,2300,0,118.7,631
3,2400,0,124.9,676
3,2500,0,131.1,715
3,2600,0,136.5,750
3,2700,0,141.6,779
3,2800,0,147.3,813
3,2900,0,152.3,853
3,3000,0,158.2,888
3,3100,0,163.5,915
3,3200,0,168.8,949
3,3300,0,174.9,979
3,3400,0,180.2,1007
3,3500,0,185.3,1032
3,3600,0,190.7,1054
3,3700,0,195.6,1075
3,3800,0,200.6,1099
3,3900,0,206.6,1129
3,4000,0,213.9,1165
3,4100,0,219.9,1198
3,4200,0,225.6,1223
3,4300,0,232.3,1261
3,4400,0,238.4,1294
3,4500,0,244.1,1321
3,4600,0,248.9,1358
3,4700,0,253.9,1386
3,4800,0,259.0,1410
3,4900,0,264.7,1445
3,5000,0,270.3,1478
4,0,9,0.0,0
4,100,9,4.9,16
4,200,9,10.6,38
4,300,9,16.1,59
4,400,9,21.8,88
4,500,9,27.5,126
4,600,9,33.2,158
4,700,9,38.4,195
4,800,9,44.1,231
4,900,9,49.9,264
4,1000,9,56.0,299
4,1100,9,61.9,326
4,1200,9,68.0,360
4,1300,9,74.8,407
4,1400,9,81.7,457
4,1500,9,88.5,498
4,1600,9,94.3,539
4,1700,9,101.1,583
4,1800,9,107.4,624
4,1900,9,113.5,662
4,2000,9,120.4,699
4,2100,9,126.0,722
4,2200,9,132.0,742
4,2300,9,137.3,757
4,2400,9,142.3,779
4,2500,9,147.7,793
4,2600,9,153.0,809
4,2700,9,158.1,827
4,2800,9,164.5,838
4,2900,9,171.4,852
4,3000,9,177.6,869
4,3100,9,183.5,886
4,3200,9,190.2,892
4,3300,9,195.9,907
4,3400,9,201.7,928
4,3500,9,207.4,938
4,3600,9,213.8,963
4,3700,9,219.9,990
4,3800,9,226.4,1022
4,3900,9,232.8,1046
4,4000,9,238.2,1073
4,4100,9,244.6,1101
4,4200,9,250.6,1131
4,4300,9,257.0,1167
4,4400,9,263.9,1205
4,4500,9,270.6,1251
4,4600,9,276.5,1275
4,4700,9,282.5,1317
4,4800,9,288.0,1351
4,4900,9,293.9,1375
4,5000,9,300.0,1416
5,0,8,0.0,0
5,100,8,5.0,6
5,200,8,10.3,22
5,300,8,15.2,37
5,400,8,20.5,62
5,500,8,26.1,93
5,600,8,32.4,126
5,700,8,39.1,157
5,800,8,44.3,180
5,900,8,50.2,205
5,1000,8,55.9,229
5,1100,8,61.6,259
5,1200,8,66.8,288
5,1300,8,73.2,325
5,1400,8,79.4,359
5,1500,8,85.1,396
5,1600,8,91.8,435
5,1700,8,97.7,463
5,1800,8,103.5,493
5,1900,8,109.3,523
5,2000,8,114.4,553
5,2100,8,120.5,589
5,2200,8,126.8,626
5,2300,8,132.9,665
5,2400,8,138.6,695
5,2500,8,144.6,731
5,2600,8,149.5,763
5,2700,8,155.0,793
5,2800,8,160.8,835
5,2900,8,166.3,857
5,3000,8,172.8,888
5,3100,8,178.8,913
5,3200,8,184.3,939
5,3300,8,189.2,956
5,3400,8,195.1,974
5,3500,8,201.1,1005
5,3600,8,207.3,1030
5,3700,8,212.8,1047
5,3800,8,218.3,1069
5,3900,8,224.8,1095
5,4000,8,231.8,1120
5,4100,8,238.5,1150
5,4200,8,245.0,1171
5,4300,8,250.9,1199
5,4400,8,256.8,1230
5,4500,8,261.9,1254
5,4600,8,267.9,1285
5,4700,8,273.3,1309
5,4800,8,279.5,1336
5,4900,8,285.8,1368
5,5000,8,291.8,1396
6,0,9,0.0,0
6,100,9,5.6,9
6,200,9,11.7,31
6,300,9,17.2,44
6,400,9,24.3,79
6,500,9,30.8,106
6,600,9,37.8,143
6,700,9,45.0,177
6,800,9,52.3,212
6,900,9,58.9,245
6,1000,9,67.1,269
6,1100,9,74.0,291
6,1200,9,80.3,316
6,1300,9,86.4,342
6,1400,9,92.8,359
6,1500,9,99.9,385
6,1600,9,106.7,411
6,1700,9,113.5,444
6,1800,9,120.3,467
6,1900,9,127.1,495
6,2000,9,133.2,523
6,2100,9,140.1,558
6,2200,9,146.6,601
6,2300,9,153.7,644
6,2400,9,161.3,673
6,2500,9,168.7,698
6,2600,9,176.0,731
6,2700,9,182.7,761
6,2800,9,189.9,800
6,2900,9,197.4,838
6,3000,9,204.9,874
6,3100,9,212.5,917
6,3200,9,219.3,952
6,3300,9,226.4,981
6,3400,9,233.3,1018
6,3500,9,240.6,1044
6,3600,9,246.9,1076
6,3700,9,254.8,1114
6,3800,9,262.6,1142
6,3900,9,269.4,1175
6,4000,9,276.0,1215
6,4100,9,283.1,1251
6,4200,9,289.9,1283
6,4300,9,296.8,1314
6,4400,9,304.5,1343
6,4500,9,311.1,1353
6,4600,9,317.9,1376
6,4700,9,325.3,1399
6,4800,9,331.9,1420
6,4900,9,339.0,1450
6,5000,9,346.5,1484
7,0,6,0.0,0
7,100,6,5.2,9
7,200,6,10.7,17
7,300,6,16.2,34
7,400,6,22.2,50
7,500,6,29.7,78
7,600,6,36.2,96
7,700,6,43.3,112
7,800,6,50.0,131
7,900,6,57.0,150
7,1000,6,63.4,166
7,1100,6,70.6,178
7,1200,6,77.7,199
7,1300,6,84.9,226
7,1400,6,91.7,235
7,1500,6,98.3,250
7,1600,6,104.9,258
7,1700,6,111.8,267
7,1800,6,118.4,277
7,1900,6,126.1,291
7,2000,6,133.0,310
7,2100,6,140.4,337
7,2200,6,147.5,368
7,2300,6,154.0,393
7,2400,6,161.5,421
7,2500,6,168.8,448
7,2600,6,176.1,477
7,2700,6,183.7,502
7,2800,6,191.6,534
7,2900,6,198.4,559
7,3000,6,205.7,590
7,3100,6,212.9,614
7,3200,6,220.0,638
7,3300,6,227.1,671
7,3400,6,235.1,718
7,3500,6,242.8,761
7,3600,6,249.7,791
7,3700,6,257.2,824
7,3800,6,264.3,865
7,3900,6,272.0,903
7,4000,6,279.0,935
7,4100,6,286.2,970
7,4200,6,293.8,1021
7,4300,6,300.3,1065
7,4400,6,307.7,1095
7,4500,6,314.0,1131
7,4600,6,321.1,1159
7,4700,6,327.9,1204
7,4800,6,335.2,1248
7,4900,6,342.0,1290
7,5000,6,349.4,1336
8,0,3,0.0,0
8,100,3,5.9,7
8,200,3,12.7,35
8,300,3,19.4,60
8,400,3,26.4,90
8,500,3,33.5,115
8,600,3,41.1,157
8,700,3,48.8,202
8,800,3,56.5,247
8,900,3,65.2,312
8,1000,3,73.0,366
8,1100,3,80.9,422
8,1200,3,89.2,481
8,1300,3,97.1,533
8,1400,3,106.1,603
8,1500,3,114.5,675
8,1600,3,123.8,753
8,1700,3,133.0,835
8,1800,3,141.6,914
8,1900,3,150.8,990
8,2000,3,160.2,1076
8,2100,3,169.2,1164
8,2200,3,177.9,1244
8,2300,3,186.3,1321
8,2400,3,194.6,1389
8,2500,3,202.6,1461
8,2600,3,211.5,1536
8,2700,3,220.1,1599
8,2800,3,228.9,1666
8,2900,3,237.2,1738
8,3000,3,244.9,1802
8,3100,3,253.2,1867
8,3200,3,261.0,1940
8,3300,3,269.5,2012
8,3400,3,279.1,2094
8,3500,3,287.6,2167
8,3600,3,295.4,2223
8,3700,3,303.6,2290
8,3800,3,311.4,2348
8,3900,3,320.2,2419
8,4000,3,329.2,2496
8,4100,3,337.5,2558
8,4200,3,346.2,2629
8,4300,3,353.6,2682
8,4400,3,361.3,2730
8,4500,3,368.8,2786
8,4600,3,376.9,2842
8,4700,3,384.5,2894
8,4800,3,392.4,2946
8,4900,3,400.1,2986
8,5000,3,406.8,3033
9,0,7,0.0,0
9,100,7,5.1,12
9,200,7,10.8,34
9,300,7,16.3,66
9,400,7,22.3,100
9,500,7,27.3,121
9,600,7,32.6,135
9,700,7,38.2,161
9,800,7,43.1,186
9,900,7,48.4,207
9,1000,7,54.8,232
9,1100,7,59.7,242
9,1200,7,64.1,255
9,1300,7,67.8,266
9,1400,7,73.5,283
9,1500,7,79.7,305
9,1600,7,85.2,321
9,1700,7,90.2,344
9,1800,7,96.1,370
9,1900,7,101.3,390
9,2000,7,107.3,410
9,2100,7,112.9,432
9,2200,7,118.7,448
9,2300,7,123.6,465
9,2400,7,128.8,477
9,2500,7,133.8,492
9,2600,7,139.8,510
9,2700,7,145.5,532
9,2800,7,150.7,545
9,2900,7,155.6,559
9,3000,7,160.7,569
9,3100,7,165.8,588
9,3200,7,171.5,603
9,3300,7,177.4,615
9,3400,7,182.0,628
9,3500,7,188.2,641
9,3600,7,193.4,657
9,3700,7,199.6,681
9,3800,7,204.7,697
9,3900,7,211.0,717
9,4000,7,216.7,734
9,4100,7,222.3,752
9,4200,7,227.4,766
9,4300,7,233.3,783
9,4400,7,238.7,809
9,4500,7,245.0,839
9,4600,7,250.4,867
9,4700,7,256.5,887
9,4800,7,262.3,907
9,4900,7,268.6,925
9,5000,7,273.3,937
10,0,6,0.0,0
10,100,6,5.6,9
10,200,6,12.1,21
10,300,6,18.4,31
10,400,6,24.2,39
10,500,6,30.8,59
10,600,6,37.9,75
10,700,6,44.0,90
10,800,6,50.9,120
10,900,6,56.7,140
10,1000,6,63.2,165
10,1100,6,69.5,182
10,1200,6,75.6,201
10,1300,6,81.9,220
10,1400,6,88.1,239
10,1500,6,94.4,256
10,1600,6,100.5,274
10,1700,6,106.4,287
10,1800,6,112.8,299
10,1900,6,119.8,318
10,2000,6,126.0,328
10,2100,6,132.3,337
10,2200,6,138.5,350
10,2300,6,144.6,358
10,2400,6,151.2,371
10,2500,6,157.7,386
10,2600,6,164.5,404
10,2700,6,170.8,419
10,2800,6,177.6,432
10,2900,6,183.4,445
10,3000,6,190.1,460
10,3100,6,196.4,476
10,3200,6,203.4,487
10,3300,6,209.7,498
10,3400,6,216.2,508
10,3500,6,221.8,533
10,3600,6,228.1,549
10,3700,6,233.4,566
10,3800,6,239.2,577
10,3900,6,245.4,595
10,4000,6,251.3,613
10,4100,6,257.0,622
10,4200,6,263.2,637
10,4300,6,268.8,650
10,4400,6,275.5,658
10,4500,6,281.0,670
10,4600,6,287.8,694
10,4700,6,294.7,716
10,4800,6,301.0,738
10,4900,6,306.5,769
10,5000,6,311.8,794
11,0,5,0.0,0
11,100,5,6.8,7
11,200,5,12.9,21
11,300,5,19.7,31
11,400,5,27.2,49
11,500,5,35.1,76
11,600,5,42.4,101
11,700,5,50.2,132
11,800,5,57.5,155
11,900,5,65.5,176
11,1000,5,73.1,200
11,1100,5,79.7,224
11,1200,5,87.6,243
11,1300,5,95.4,266
11,1400,5,102.4,288
11,1500,5,109.1,301
11,1600,5,115.1,321
11,1700,5,123.0,336
11,1800,5,130.9,356
11,1900,5,138.2,365
11,2000,5,146.0,381
11,2100,5,154.2,398
11,2200,5,160.9,404
11,2300,5,168.5,412
11,2400,5,175.8,420
11,2500,5,183.1,440
11,2600,5,190.5,460
11,2700,5,197.9,474
11,2800,5,205.7,497
11,2900,5,212.7,518
11,3000,5,220.4,548
11,3100,5,227.8,578
11,3200,5,235.3,614
11,3300,5,243.7,656
11,3400,5,250.8,700
11,3500,5,258.3,734
11,3600,5,265.7,766
11,3700,5,273.0,795
11,3800,5,280.8,832
11,3900,5,288.0,862
11,4000,5,296.1,895
11,4100,5,303.2,922
11,4200,5,310.6,962
11,4300,5,317.7,1006
11,4400,5,324.8,1041
11,4500,5,332.1,1079
11,4600,5,340.2,1115
11,4700,5,347.6,1164
11,4800,5,355.1,1202
11,4900,5,362.6,1240
11,5000,5,370.1,1278
12,0,2,0.0,0
12,100,2,4.3,11
12,200,2,10.2,31
12,300,2,15.4,48
12,400,2,22.0,75
12,500,2,27.4,101
12,600,2,33.5,130
12,700,2,40.3,165
12,800,2,47.0,211
12,900,2,54.6,260
12,1000,2,62.1,299
12,1100,2,70.7,347
12,1200,2,78.2,392
12,1300,2,86.6,447
12,1400,2,94.7,497
12,1500,2,102.7,543
12,1600,2,109.6,592
12,1700,2,117.6,647
12,1800,2,126.6,714
12,1900,2,134.9,773
12,2000,2,142.7,834
12,2100,2,151.1,890
12,2200,2,159.1,938
12,2300,2,167.8,997
12,2400,2,176.6,1051
12,2500,2,186.0,1111
12,2600,2,195.5,1170
12,2700,2,204.2,1230
12,2800,2,213.1,1287
12,2900,2,221.9,1346
12,3000,2,231.2,1411
12,3100,2,239.3,1478
12,3200,2,247.9,1550
12,3300,2,256.7,1615
12,3400,2,265.5,1664
12,3500,2,273.9,1723
12,3600,2,282.0,1777
12,3700,2,291.2,1827
12,3800,2,299.4,1880
12,3900,2,306.0,1917
12,4000,2,313.6,1968
12,4100,2,321.9,2017
12,4200,2,329.8,2071
12,4300,2,338.6,2120
12,4400,2,346.6,2157
12,4500,2,355.0,2199
12,4600,2,363.1,2242
12,4700,2,371.8,2292
12,4800,2,379.6,2343
12,4900,2,387.9,2376
12,5000,2,396.2,2408
13,0,1,0.0,0
13,100,1,5.3,13
13,200,1,10.5,27
13,300,1,16.0,37
13,400,1,22.4,57
13,500,1,29.4,78
13,600,1,36.4,100
13,700,1,43.1,131
13,800,1,49.6,160
13,900,1,55.2,178
13,1000,1,62.4,213
13,1100,1,70.2,256
13,1200,1,78.1,304
13,1300,1,85.8,354
13,1400,1,93.5,400
13,1500,1,101.5,446
13,1600,1,109.7,482
13,1700,1,116.9,513
13,1800,1,124.1,543
13,1900,1,131.5,570
13,2000,1,138.7,599
13,2100,1,145.7,633
13,2200,1,152.7,666
13,2300,1,160.7,703
13,2400,1,167.6,736
13,2500,1,174.7,767
13,2600,1,181.7,802
13,2700,1,189.1,838
13,2800,1,196.3,878
13,2900,1,204.2,925
13,3000,1,211.7,969
13,3100,1,219.4,1008
13,3200,1,226.9,1060
13,3300,1,235.0,1097
13,3400,1,243.0,1138
13,3500,1,250.9,1178
13,3600,1,259.0,1218
13,3700,1,266.7,1253
13,3800,1,274.6,1297
13,3900,1,282.4,1335
13,4000,1,290.1,1377
13,4100,1,297.1,1411
13,4200,1,304.6,1456
13,4300,1,311.0,1488
13,4400,1,317.5,1512
13,4500,1,324.1,1531
13,4600,1,331.0,1553
13,4700,1,337.2,1581
13,4800,1,344.2,1605
13,4900,1,351.2,1628
13,5000,1,358.5,1649
14,0,9,0.0,0
14,100,9,4.7,10
14,200,9,10.1,28
14,300,9,16.9,45
14,400,9,23.5,61
14,500,9,30.7,84
14,600,9,37.8,105
14,700,9,44.8,130
14,800,9,51.6,163
14,900,9,59.1,187
14,1000,9,65.4,208
14,1100,9,71.6,240
14,1200,9,78.1,259
14,1300,9,84.2,274
14,1400,9,90.8,287
14,1500,9,97.8,300
14,1600,9,103.6,310
14,1700,9,110.2,316
14,1800,9,116.4,331
14,1900,9,123.5,347
14,2000,9,130.1,357
14,2100,9,137.1,370
14,2200,9,143.5,383
14,2300,9,149.5,400
14,2400,9,155.8,411
14,2500,9,162.3,432
14,2600,9,168.9,455
14,2700,9,175.1,470
14,2800,9,180.8,479
14,2900,9,187.3,491
14,3000,9,193.5,500
14,3100,9,199.7,515
14,3200,9,205.8,537
14,3300,9,211.8,557
14,3400,9,218.5,571
14,3500,9,225.0,582
14,3600,9,230.2,599
14,3700,9,237.0,617
14,3800,9,243.1,638
14,3900,9,249.4,661
14,4000,9,256.1,681
14,4100,9,261.4,704
14,4200,9,267.9,731
14,4300,9,273.7,758
14,4400,9,279.4,783
14,4500,9,285.5,806
14,4600,9,291.2,826
14,4700,9,297.3,839
14,4800,9,303.0,856
14,4900,9,309.4,873
14,5000,9,315.9,884
15,0,7,0.0,0
15,100,7,3.9,4
15,200,7,8.8,21
15,300,7,14.7,46
15,400,7,20.5,74
15,500,7,25.6,96
15,600,7,32.2,124
15,700,7,38.8,153
15,800,7,44.7,183
15,900,7,50.4,209
15,1000,7,55.3,229
15,1100,7,60.7,260
15,1200,7,66.6,287
15,1300,7,73.2,323
15,1400,7,80.0,356
15,1500,7,85.0,384
15,1600,7,90.6,409
15,1700,7,96.2,428
15,1800,7,101.2,447
15,1900,7,106.6,471
15,2000,7,112.5,485
15,2100,7,117.2,509
15,2200,7,122.2,529
15,2300,7,127.0,557
15,2400,7,132.6,581
15,2500,7,137.0,607
15,2600,7,142.9,627
15,2700,7,148.7,652
15,2800,7,154.7,677
15,2900,7,160.4,694
15,3000,7,165.5,713
15,3100,7,171.1,739
15,3200,7,177.1,773
15,3300,7,183.1,804
15,3400,7,188.8,836
15,3500,7,195.0,870
15,3600,7,199.7,900
15,3700,7,205.5,922
15,3800,7,210.8,942
15,3900,7,216.8,964
15,4000,7,222.5,983
15,4100,7,228.7,1003
15,4200,7,234.8,1028
15,4300,7,240.7,1055
15,4400,7,246.9,1087
15,4500,7,252.6,1111
15,4600,7,258.2,1133
15,4700,7,262.7,1165
15,4800,7,268.2,1196
15,4900,7,274.3,1218
15,5000,7,279.5,1234
16,0,9,0.0,0
16,100,9,5.7,13
16,200,9,11.9,31
16,300,9,17.4,47
16,400,9,23.5,68
16,500,9,28.7,91
16,600,9,35.3,124
16,700,9,41.7,148
16,800,9,48.2,162
16,900,9,53.2,174
16,1000,9,59.5,196
16,1100,9,65.8,215
16,1200,9,72.4,232
16,1300,9,77.0,239
16,1400,9,82.8,252
16,1500,9,88.8,271
16,1600,9,94.2,294
16,1700,9,99.9,311
16,1800,9,105.6,333
16,1900,9,111.5,360
16,2000,9,117.5,391
16,2100,9,123.2,418
16,2200,9,128.8,445
16,2300,9,134.3,464
16,2400,9,140.8,489
16,2500,9,146.3,514
16,2600,9,152.0,537
16,2700,9,157.4,562
16,2800,9,163.1,589
16,2900,9,169.8,637
16,3000,9,176.7,688
16,3100,9,183.4,737
16,3200,9,190.0,784
16,3300,9,196.7,826
16,3400,9,203.7,869
16,3500,9,209.3,906
16,3600,9,215.8,938
16,3700,9,221.1,970
16,3800,9,227.0,993
16,3900,9,233.3,1021
16,4000,9,239.4,1052
16,4100,9,245.4,1078
16,4200,9,252.5,1116
16,4300,9,259.3,1146
16,4400,9,265.2,1176
16,4500,9,271.3,1204
16,4600,9,277.7,1228
16,4700,9,283.3,1267
16,4800,9,288.7,1297
16,4900,9,294.0,1321
16,5000,9,300.4,1347
17,0,5,0.0,0
17,100,5,7.0,22
17,200,5,14.7,52
17,300,5,21.9,78
17,400,5,30.2,108
17,500,5,38.4,131
17,600,5,45.9,159
17,700,5,53.9,184
17,800,5,62.7,212
17,900,5,71.2,239
17,1000,5,79.5,280
17,1100,5,88.2,323
17,1200,5,97.0,358
17,1300,5,105.7,391
17,1400,5,114.6,421
17,1500,5,123.1,448
17,1600,5,131.9,484
17,1700,5,139.9,525
17,1800,5,148.4,564
17,1900,5,156.8,606
17,2000,5,164.8,638
17,2100,5,172.9,674
17,2200,5,181.9,706
17,2300,5,190.1,740
17,2400,5,198.5,776
17,2500,5,207.4,807
17,2600,5,216.2,851
17,2700,5,225.6,907
17,2800,5,235.2,960
17,2900,5,244.2,1015
17,3000,5,253.0,1065
17,3100,5,261.7,1106
17,3200,5,270.4,1145
17,3300,5,279.6,1192
17,3400,5,288.4,1236
17,3500,5,297.8,1282
17,3600,5,306.8,1331
17,3700,5,315.7,1376
17,3800,5,324.0,1415
17,3900,5,333.2,1465
17,4000,5,341.8,1518
17,4100,5,350.8,1570
17,4200,5,359.9,1623
17,4300,5,368.9,1678
17,4400,5,377.9,1734
17,4500,5,387.4,1790
17,4600,5,396.0,1849
17,4700,5,404.9,1906
17,4800,5,413.4,1958
17,4900,5,422.8,2016
17,5000,5,432.1,2079
18,0,9,0.0,0
18,100,9,4.1,19
18,200,9,7.7,33
18,300,9,12.0,53
18,400,9,16.9,83
18,500,9,21.1,105
18,600,9,25.7,126
18,700,9,30.2,142
18,800,9,34.4,163
18,900,9,39.1,196
18,1000,9,43.3,222
18,1100,9,47.6,246
18,1200,9,51.8,271
18,1300,9,55.7,301
18,1400,9,61.0,326
18,1500,9,65.8,353
18,1600,9,69.0,370
18,1700,9,73.2,390
18,1800,9,76.6,419
18,1900,9,81.4,453
18,2000,9,85.7,482
18,2100,9,90.6,508
18,2200,9,94.8,526
18,2300,9,98.9,541
18,2400,9,102.6,557
18,2500,9,106.4,575
18,2600,9,110.9,594
18,2700,9,115.8,621
18,2800,9,120.0,651
18,2900,9,125.2,687
18,3000,9,130.1,718
18,3100,9,135.6,745
18,3200,9,139.1,769
18,3300,9,143.2,792
18,3400,9,147.3,813
18,3500,9,152.2,836
18,3600,9,156.6,860
18,3700,9,161.0,880
18,3800,9,166.2,914
18,3900,9,170.6,945
18,4000,9,174.1,966
18,4100,9,178.2,982
18,4200,9,182.9,1008
18,4300,9,187.7,1039
18,4400,9,192.7,1079
18,4500,9,197.4,1104
18,4600,9,201.9,1130
18,4700,9,206.9,1157
18,4800,9,211.6,1184
18,4900,9,215.6,1213
18,5000,9,219.3,1238
19,0,7,0.0,0
19,100,7,3.9,17
19,200,7,9.1,42
19,300,7,13.5,66
19,400,7,17.9,92
19,500,7,23.2,123
19,600,7,27.5,137
19,700,7,33.1,163
19,800,7,37.1,181
19,900,7,41.8,198
19,1000,7,46.9,216
19,1100,7,51.7,232
19,1200,7,56.5,259
19,1300,7,61.7,286
19,1400,7,66.1,309
19,1500,7,71.0,330
19,1600,7,75.9,351
19,1700,7,80.9,390
19,1800,7,86.5,424
19,1900,7,91.2,455
19,2000,7,95.6,483
19,2100,7,100.4,510
19,2200,7,104.7,525
19,2300,7,109.1,544
19,2400,7,114.7,562
19,2500,7,120.4,578
19,2600,7,125.6,595
19,2700,7,131.5,627
19,2800,7,137.3,654
19,2900,7,142.8,670
19,3000,7,148.2,697
19,3100,7,153.8,727
19,3200,7,159.1,748
19,3300,7,162.9,769
19,3400,7,168.4,795
19,3500,7,173.0,819
19,3600,7,177.9,837
19,3700,7,183.2,858
19,3800,7,188.6,890
19,3900,7,192.9,909
19,4000,7,198.5,921
19,4100,7,202.7,931
19,4200,7,208.4,947
19,4300,7,212.0,952
19,4400,7,216.8,966
19,4500,7,221.1,982
19,4600,7,225.0,996
19,4700,7,230.2,1017
19,4800,7,236.1,1041
19,4900,7,240.9,1065
19,5000,7,245.5,1088
20,0,5,0.0,0
20,100,5,6.0,17
20,200,5,12.8,36
20,300,5,19.9,54
20,400,5,28.3,83
20,500,5,35.8,103
20,600,5,43.9,133
20,700,5,51.1,162
20,800,5,59.0,198
20,900,5,68.2,241
20,1000,5,76.7,263
20,1100,5,85.7,295
20,1200,5,94.9,324
20,1300,5,104.2,354
20,1400,5,112.3,378
20,1500,5,120.9,394
20,1600,5,130.1,410
20,1700,5,138.3,428
20,1800,5,147.4,451
20,1900,5,156.4,470
20,2000,5,165.8,489
20,2100,5,175.2,516
20,2200,5,183.9,548
20,2300,5,192.8,571
20,2400,5,201.3,602
20,2500,5,210.9,648
20,2600,5,219.9,688
20,2700,5,228.9,725
20,2800,5,237.5,756
20,2900,5,246.4,800
20,3000,5,255.9,838
20,3100,5,264.7,880
20,3200,5,273.4,914
20,3300,5,282.2,941
20,3400,5,290.9,972
20,3500,5,299.7,999
20,3600,5,308.5,1032
20,3700,5,317.2,1069
20,3800,5,326.1,1093
20,3900,5,334.5,1115
20,4000,5,343.5,1146
20,4100,5,352.5,1176
20,4200,5,361.1,1203
20,4300,5,369.5,1227
20,4400,5,378.0,1256
20,4500,5,386.8,1300
20,4600,5,395.8,1340
20,4700,5,404.0,1386
20,4800,5,412.3,1416
20,4900,5,420.1,1449
20,5000,5,428.3,1480
